0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,price
0.002456674,0.125,0.271627566,0,0.28600823,0.539566967,0.941297631,0.474415517,0.173913043,0.236641221,0.276595745,0.98895557,0.516556291,6.04E-06,0.000307084,0.0006673,0,0.000702629,0.00132554,0.002312462,0.001165484,0.000427248,0.00058135,0.000679506,0.002429542,0.00126901,0.015625,0.033953446,0,0.035751029,0.067445871,0.117662204,0.05930194,0.02173913,0.029580153,0.034574468,0.123619446,0.064569536,0.073781535,0,0.077687719,0.146561262,0.255682384,0.128864332,0.047239577,0.064278279,0.075131029,0.268627594,0.140310928,0,0,0,0,0,0,0,0,0,0,0.081800708,0.154320593,0.26921887,0.135686743,0.049740562,0.067681337,0.079108659,0.282849433,0.147739351,0.291132512,0.507893108,0.255978942,0.093837733,0.127683786,0.149241927,0.533607757,0.278716711,0.886041231,0.446566203,0.163703936,0.222749821,0.260358919,0.930901536,0.486233214,0.225070083,0.082507046,0.112266267,0.131221313,0.469175868,0.24506232,0.030245747,0.041154995,0.048103608,0.171992273,0.089835877,0.055999068,0.065453955,0.234027654,0.122238512,0.076505206,0.273540902,0.142877272,0.97803312,0.510851222,0.266830402,15
0.001249299,0.125,0.271627566,0,0.28600823,0.469055375,0.823892894,0.463503351,0.173913043,0.236641221,0.276595745,1,0.318432671,1.56E-06,0.000156162,0.000339344,0,0.00035731,0.000585991,0.001029289,0.000579054,0.000217269,0.000295636,0.000345551,0.001249299,0.000397818,0.015625,0.033953446,0,0.035751029,0.058631922,0.102986612,0.057937919,0.02173913,0.029580153,0.034574468,0.125,0.039804084,0.073781535,0,0.077687719,0.12740837,0.223792021,0.125900287,0.047239577,0.064278279,0.075131029,0.271627566,0.086495091,0,0,0,0,0,0,0,0,0,0,0.081800708,0.134153698,0.235640149,0.132565773,0.049740562,0.067681337,0.079108659,0.28600823,0.091074365,0.220012944,0.38645139,0.217408738,0.081574848,0.110997837,0.129738721,0.469055375,0.149362556,0.678799501,0.381877117,0.143285721,0.194967021,0.227885269,0.823892894,0.262354415,0.214835356,0.080609278,0.109683999,0.128203055,0.463503351,0.14759461,0.030245747,0.041154995,0.048103608,0.173913043,0.055379595,0.055999068,0.065453955,0.236641221,0.075354296,0.076505206,0.276595745,0.088077122,1,0.318432671,0.101399366,18.9
0.000983029,0.125,0.271627566,0,0.28600823,0.446062464,0.371781668,0.392956197,0.173913043,0.236641221,0.276595745,0.98386202,0.385761589,9.66E-07,0.000122879,0.000267018,0,0.000281154,0.000438492,0.000365472,0.000386287,0.000170962,0.000232625,0.000271902,0.000967165,0.000379215,0.015625,0.033953446,0,0.035751029,0.055757808,0.046472709,0.049119525,0.02173913,0.029580153,0.034574468,0.122982753,0.048220199,0.073781535,0,0.077687719,0.121162861,0.10098615,0.106737735,0.047239577,0.064278279,0.075131029,0.267244046,0.104783482,0,0,0,0,0,0,0,0,0,0,0.081800708,0.127577536,0.106332617,0.112388706,0.049740562,0.067681337,0.079108659,0.281392635,0.11033099,0.198971722,0.165837847,0.175283009,0.077576081,0.105556766,0.123378979,0.438863917,0.172073765,0.138221609,0.14609391,0.064657681,0.087978868,0.102833227,0.365781863,0.143419087,0.154414573,0.068340208,0.092989634,0.108690012,0.386614678,0.151587407,0.030245747,0.041154995,0.048103608,0.171106438,0.067088972,0.055999068,0.065453955,0.23282231,0.091287094,0.076505206,0.272132048,0.106700014,0.967984475,0.379536177,0.148812004,21.7
0.007007315,0,0.281524927,0,0.314814815,0.457558919,0.606591143,0.325355327,0.130434783,0.229007634,0.893617021,1,0.180187638,4.91E-05,0,0.001972734,0,0.002206007,0.00320626,0.004250575,0.002279867,0.000913998,0.001604729,0.006261856,0.007007315,0.001262632,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.128814241,0.170770527,0.091595635,0.036720643,0.064471357,0.251575466,0.281524927,0.050727312,0,0,0,0,0,0,0,0,0,0,0.099108368,0.144046326,0.190963878,0.102426677,0.041062802,0.072094996,0.281323877,0.314814815,0.056725738,0.209360165,0.277551188,0.148869232,0.059681598,0.104784485,0.408882439,0.457558919,0.082446461,0.367952815,0.19735766,0.079120584,0.138914002,0.54206017,0.606591143,0.109300225,0.105856089,0.042437651,0.074508854,0.290743059,0.325355327,0.058625008,0.017013233,0.029870561,0.116558742,0.130434783,0.023502735,0.052444496,0.204645119,0.229007634,0.041264345,0.798551381,0.893617021,0.16101874,1,0.180187638,0.032467585,20.4
0.007099481,0,0.281524927,0,0.314814815,0.485725235,0.840370752,0.303021761,0.130434783,0.229007634,0.893617021,0.957436078,0.235375276,5.04E-05,0,0.001998681,0,0.002235022,0.003448397,0.005966196,0.002151297,0.000926019,0.001625835,0.006344217,0.0067973,0.001671042,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.136743761,0.236585314,0.085308179,0.036720643,0.064471357,0.251575466,0.269542122,0.066264007,0,0,0,0,0,0,0,0,0,0,0.099108368,0.1529135,0.264561163,0.095395739,0.041062802,0.072094996,0.281323877,0.301415062,0.074099624,0.235929004,0.408189281,0.147185316,0.063355465,0.111234787,0.434052337,0.465050864,0.114327711,0.706223,0.254650625,0.109613576,0.192451317,0.750969608,0.804601277,0.197802498,0.091822187,0.039524577,0.069394296,0.270785403,0.290123966,0.071323831,0.017013233,0.029870561,0.116558742,0.124882967,0.030701123,0.052444496,0.204645119,0.219260171,0.053902735,0.798551381,0.855581177,0.210335353,0.916683844,0.225356781,0.055401521,18.2
0.006980677,0,0.281524927,0,0.314814815,0.435524047,0.552008239,0.306359065,0.130434783,0.229007634,0.893617021,0.996772404,0.18598234,4.87E-05,0,0.001965235,0,0.002197621,0.003040253,0.003853391,0.002138594,0.000910523,0.001598628,0.006238052,0.006958146,0.001298283,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.122610875,0.155404079,0.086247713,0.036720643,0.064471357,0.251575466,0.280616278,0.052358665,0,0,0,0,0,0,0,0,0,0,0.099108368,0.137109422,0.173780372,0.096446372,0.041062802,0.072094996,0.281323877,0.31379872,0.058549996,0.189681195,0.240412862,0.13342674,0.056807484,0.099738331,0.389191701,0.434118351,0.080999781,0.304713096,0.169112728,0.072001075,0.126414101,0.493283958,0.550226579,0.102663784,0.093855877,0.039959878,0.070158564,0.273767675,0.305370262,0.056977376,0.017013233,0.029870561,0.116558742,0.130013792,0.024258566,0.052444496,0.204645119,0.228268489,0.042591376,0.798551381,0.890732787,0.166196985,0.993555225,0.185382064,0.034589431,19.9
0.011774884,0,0.281524927,0,0.314814815,0.454876413,0.271884655,0.306359065,0.130434783,0.229007634,0.893617021,0.974658329,0.133830022,0.000138648,0,0.003314923,0,0.003706908,0.005356117,0.00320141,0.003607342,0.001535854,0.002696538,0.010522237,0.011476489,0.001575833,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.128059049,0.076542308,0.086247713,0.036720643,0.064471357,0.251575466,0.274390615,0.037676487,0,0,0,0,0,0,0,0,0,0,0.099108368,0.143201834,0.085593317,0.096446372,0.041062802,0.072094996,0.281323877,0.306836881,0.042131674,0.206912551,0.123673917,0.139355513,0.059331706,0.104170171,0.406485305,0.443349085,0.06087612,0.073921266,0.083294329,0.035463216,0.062263661,0.242960756,0.264994643,0.036386329,0.093855877,0.039959878,0.070158564,0.273767675,0.298595414,0.04100004,0.017013233,0.029870561,0.116558742,0.127129347,0.01745609,0.052444496,0.204645119,0.223204197,0.030648097,0.798551381,0.870971272,0.119592786,0.949958858,0.130438546,0.017910475,23.1
0.008743184,0,0.281524927,0,0.314814815,0.46541483,0.811534501,0.284471078,0.130434783,0.229007634,0.893617021,0.974406173,0.357064018,7.64E-05,0,0.002461424,0,0.002752484,0.004069207,0.007095395,0.002487183,0.001140415,0.002002256,0.007813058,0.008519412,0.003121876,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.131025876,0.228467191,0.080085699,0.036720643,0.064471357,0.251575466,0.274319626,0.100522421,0,0,0,0,0,0,0,0,0,0,0.099108368,0.146519484,0.255483083,0.08955571,0.041062802,0.072094996,0.281323877,0.306757499,0.112409043,0.216610964,0.377700192,0.132397059,0.060706282,0.106583549,0.415902614,0.453503084,0.166182889,0.658588246,0.230858094,0.105852326,0.185847596,0.725201043,0.790764227,0.289769769,0.080923794,0.037104923,0.065146048,0.254208198,0.277190375,0.101574386,0.017013233,0.029870561,0.116558742,0.127096457,0.046573568,0.052444496,0.204645119,0.223146452,0.081770386,0.798551381,0.870745942,0.319078484,0.94946739,0.347925383,0.127494713,17.5
0.008951232,0,0.281524927,0,0.314814815,0.363096379,0.347064882,0.242513799,0.130434783,0.229007634,0.893617021,0.727898532,0.274834437,8.01E-05,0,0.002519995,0,0.00281798,0.00325016,0.003106658,0.002170797,0.001167552,0.0020499,0.007998973,0.006515588,0.002460107,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.102220681,0.097707415,0.06827368,0.036720643,0.064471357,0.251575466,0.204921581,0.077372745,0,0,0,0,0,0,0,0,0,0,0.099108368,0.114308119,0.109261166,0.076346937,0.041062802,0.072094996,0.281323877,0.229153242,0.086521952,0.13183898,0.126018002,0.088055882,0.047360397,0.083151842,0.324469104,0.264297321,0.099791389,0.120454032,0.084168023,0.045269332,0.079480507,0.310143086,0.252628018,0.095385381,0.058812943,0.031632235,0.055537511,0.216714459,0.176525439,0.066651144,0.017013233,0.029870561,0.116558742,0.094943287,0.03584797,0.052444496,0.204645119,0.16669432,0.062939184,0.798551381,0.650462518,0.245596731,0.529836274,0.200051583,0.075533968,20.2
0.008086782,0,0.281524927,0,0.314814815,0.415022035,0.685890834,0.242513799,0.130434783,0.229007634,0.893617021,0.984996722,0.263520971,6.54E-05,0,0.002276631,0,0.002545839,0.003356193,0.005546649,0.001961156,0.001054798,0.001851935,0.007226486,0.007965453,0.002131037,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.116839048,0.193095367,0.06827368,0.036720643,0.064471357,0.251575466,0.27730113,0.074187722,0,0,0,0,0,0,0,0,0,0,0.099108368,0.130655085,0.215928596,0.076346937,0.041062802,0.072094996,0.281323877,0.310091561,0.082960306,0.172243289,0.28465981,0.10064857,0.054133309,0.095043214,0.370870755,0.408795344,0.10936701,0.470446236,0.166337992,0.089464022,0.157074237,0.612923724,0.675600223,0.180746619,0.058812943,0.031632235,0.055537511,0.216714459,0.238875297,0.063907472,0.017013233,0.029870561,0.116558742,0.128477833,0.034372301,0.052444496,0.204645119,0.225571768,0.060348314,0.798551381,0.880209837,0.235486825,0.970218542,0.259567293,0.069443302,18.2
0.013998783,0,0.281524927,0,0.314814815,0.384939644,0.980432544,0.242641108,0.130434783,0.229007634,0.893617021,0.948736699,0.532284768,0.000195966,0,0.003941006,0,0.004407024,0.005388686,0.013724862,0.00339668,0.001825928,0.003205828,0.01250955,0.013281159,0.007451339,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.108370105,0.2760162,0.06830952,0.036720643,0.064471357,0.251575466,0.26709303,0.14985143,0,0,0,0,0,0,0,0,0,0,0.099108368,0.121184703,0.30865469,0.076387015,0.041062802,0.072094996,0.281323877,0.298676368,0.167571131,0.148178529,0.377407354,0.093402182,0.050209519,0.088154117,0.343988618,0.365206367,0.204897509,0.961247973,0.237893239,0.127882506,0.224526537,0.876131209,0.930172335,0.521869309,0.058874707,0.03164884,0.055566666,0.216828224,0.230202524,0.129154166,0.017013233,0.029870561,0.116558742,0.123748265,0.069428448,0.052444496,0.204645119,0.217267946,0.121897275,0.798551381,0.847807263,0.475658729,0.900101324,0.504998094,0.283327074,13.6
0.009505689,0,0.281524927,0,0.314814815,0.460624641,0.888774459,0.262137511,0.130434783,0.229007634,0.893617021,0.988980786,0.33388521,9.04E-05,0,0.002676088,0,0.002992532,0.004378555,0.008448414,0.002491798,0.001239872,0.002176875,0.008494445,0.009400944,0.003173809,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.129677318,0.250212165,0.073798244,0.036720643,0.064471357,0.251575466,0.278422743,0.093997009,0,0,0,0,0,0,0,0,0,0,0.099108368,0.145011461,0.279799367,0.082524772,0.041062802,0.072094996,0.281323877,0.311345803,0.10511201,0.21217506,0.409391416,0.120746997,0.060081475,0.105486559,0.411622019,0.455548919,0.153795755,0.78992004,0.232981125,0.115927103,0.203536136,0.794223985,0.878980863,0.296748647,0.068716075,0.034191849,0.060031491,0.234250542,0.259248962,0.087523838,0.017013233,0.029870561,0.116558742,0.128997494,0.043550245,0.052444496,0.204645119,0.226484149,0.076462262,0.798551381,0.883770064,0.298365507,0.978082995,0.330206057,0.111479333,19.6
0.01378163,0,0.281524927,0,0.314814815,0.494539184,0.914521112,0.258918422,0.130434783,0.229007634,0.893617021,1,0.468818985,0.000189933,0,0.003879872,0,0.004338661,0.006815556,0.012603592,0.003568318,0.001797604,0.003156099,0.012315499,0.01378163,0.00646109,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.139225107,0.257460489,0.07289199,0.036720643,0.064471357,0.251575466,0.281524927,0.13198423,0,0,0,0,0,0,0,0,0,0,0.099108368,0.155688262,0.287904795,0.081511355,0.041062802,0.072094996,0.281323877,0.314814815,0.147591162,0.244569004,0.452266524,0.128045305,0.064505111,0.113253248,0.441928632,0.494539184,0.231849358,0.836348865,0.236786364,0.119285362,0.209432316,0.817231632,0.914521112,0.428744859,0.067038749,0.033771968,0.059294295,0.231373909,0.258918422,0.121385872,0.017013233,0.029870561,0.116558742,0.130434783,0.061150302,0.052444496,0.204645119,0.229007634,0.107363126,0.798551381,0.893617021,0.418944624,1,0.468818985,0.21979124,15.2
0.01103868,0,0.281524927,0,0.314814815,0.431500287,1,0.269676,0.130434783,0.229007634,0.893617021,0.99404912,0.500827815,0.000121852,0,0.003107663,0,0.00347514,0.004763193,0.01103868,0.002976867,0.001439828,0.002527942,0.009864352,0.01097299,0.005528478,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.121478087,0.281524927,0.075920516,0.036720643,0.064471357,0.251575466,0.279849606,0.140995514,0,0,0,0,0,0,0,0,0,0,0.099108368,0.135842683,0.314814815,0.084898,0.041062802,0.072094996,0.281323877,0.31294139,0.157668016,0.186192498,0.431500287,0.116365271,0.056282646,0.09881686,0.385596002,0.428932481,0.216107346,1,0.269676,0.130434783,0.229007634,0.893617021,0.99404912,0.500827815,0.072725145,0.03517513,0.061757863,0.240987063,0.26807119,0.135061242,0.017013233,0.029870561,0.116558742,0.129658581,0.065325367,0.052444496,0.204645119,0.227644837,0.114693393,0.798551381,0.888299214,0.44754826,0.988133653,0.497847448,0.2508285,14.5
0.008361706,0,0.281524927,0,0.314814815,0.45276873,0.939237899,0.297356528,0.130434783,0.229007634,0.893617021,0.993519593,0.402041943,6.99E-05,0,0.002354029,0,0.002632389,0.003785919,0.007853631,0.002486408,0.001090657,0.001914895,0.007472163,0.008307519,0.003361757,0,0,0,0,0,0,0,0,0,0,0,0,0.079256284,0,0.088628218,0.127465683,0.264418881,0.083713275,0.036720643,0.064471357,0.251575466,0.27970053,0.113184828,0,0,0,0,0,0,0,0,0,0,0.099108368,0.142538304,0.295686005,0.09361224,0.041062802,0.072094996,0.281323877,0.312774687,0.12656876,0.204999523,0.42525755,0.134633737,0.059056791,0.103687495,0.404601844,0.449834604,0.18203202,0.882167831,0.27928852,0.122509291,0.215092649,0.839318974,0.933151255,0.37761303,0.088420905,0.038785634,0.068096915,0.265722855,0.295429536,0.119549796,0.017013233,0.029870561,0.116558742,0.129589512,0.052440253,0.052444496,0.204645119,0.227523571,0.092070674,0.798551381,0.887826019,0.359271523,0.987081181,0.399436547,0.161637724,15.6
